seed,noise_scale,epoch,train_loss,val_loss,lr
7,0.0,1,5.6367966239132095,10.374076434544154,9.961501876182148e-05
7,0.0,2,3.7177770422465763,10.271311623709542,9.846666218300808e-05
7,0.0,3,3.129452737409677,10.170684133257184,9.657457896300791e-05
7,0.0,4,2.7785172675972554,10.065869331359863,9.397114317029975e-05
7,0.0,5,2.6587523524440937,9.958310808454241,9.070090031310558e-05
7,0.0,6,2.3426046994195056,9.852534975324359,8.681980515339464e-05
7,0.0,7,2.149681502313756,9.742948872702462,8.239426430539243e-05
7,0.0,8,1.9478214605530697,9.633507183619908,7.75e-05
7,0.0,9,1.710728406906128,9.524189949035645,7.222075445642904e-05
7,0.0,10,1.5587682581659574,9.416851963315692,6.664685702961343e-05
7,0.0,11,1.4249916307961763,9.310809441975184,6.0873678649902325e-05
7,0.0,12,1.3255935640477423,9.205370426177979,5.4999999999999995e-05
7,0.0,13,1.29877686322625,9.099008423941475,4.912632135009767e-05
7,0.0,14,1.2663764010614424,8.99511000088283,4.3353142970386564e-05
7,0.0,15,1.2186476063372484,8.892814704350062,3.777924554357097e-05
7,0.0,16,1.1544109582901,8.792883328029088,3.250000000000001e-05
7,0.0,17,1.1043350607601565,8.694614819117955,2.7605735694607574e-05
7,0.0,18,1.1006565289710886,8.598073448453631,2.3180194846605367e-05
7,0.0,19,1.0424099973778227,8.50380836214338,1.9299099686894426e-05
7,0.0,20,1.0249208896907407,8.41147003855024,1.602885682970026e-05
7,0.0,21,1.0095255125814409,8.320413316999163,1.3425421036992097e-05
7,0.0,22,0.9933675509780201,8.23094824382237,1.153333781699193e-05
7,0.0,23,0.9748083068363702,8.143582139696393,1.0384981238178534e-05
7,0.0,24,0.9589428741540482,8.057740620204381,1e-05
7,0.01,1,5.787819492283152,9.36739444732666,9.846666218300807e-05
7,0.01,2,5.203392939781075,9.308392524719238,9.397114317029975e-05
7,0.01,3,5.155628424971851,9.247404098510742,8.681980515339464e-05
7,0.01,4,5.10436478657509,9.188444137573242,7.75e-05
7,0.01,5,5.080618232043822,9.129578692572457,6.664685702961344e-05
7,0.01,6,5.0189886235479095,9.071277686527797,5.5e-05
7,0.01,7,4.996037895999738,9.014057465962,4.335314297038657e-05
7,0.01,8,4.922885610096491,8.959446362086705,3.250000000000001e-05
7,0.01,9,4.816496877527949,8.90678596496582,2.3180194846605367e-05
7,0.01,10,4.676546481118273,8.85617733001709,1.602885682970026e-05
7,0.01,11,4.563646978406764,8.80768074308123,1.1533337816991932e-05
7,0.01,12,4.515268681654289,8.760650839124407,1e-05
7,0.02,1,5.6264077513965205,8.743788480758667,9.846666218300807e-05
7,0.02,2,5.179072992125554,8.701205492019653,9.397114317029975e-05
7,0.02,3,5.14599606528211,8.65900434766497,8.681980515339464e-05
7,0.02,4,5.081700510053492,8.618098497390747,7.75e-05
7,0.02,5,5.0556611730091605,8.577948570251465,6.664685702961344e-05
7,0.02,6,4.948529535265111,8.541503463472639,5.5e-05
7,0.02,7,4.79326337842799,8.504973684038434,4.335314297038657e-05
7,0.02,8,4.620810323686742,8.46996797834124,3.250000000000001e-05
7,0.02,9,4.497919552361787,8.435414382389613,2.3180194846605367e-05
7,0.02,10,4.391948215997041,8.402299404144287,1.602885682970026e-05
7,0.02,11,4.33024121754205,8.370224339621407,1.1533337816991932e-05
7,0.02,12,4.311876432219548,8.338910988398961,1e-05
7,0.05,1,5.498588184812176,8.162624427250453,9.846666218300807e-05
