noise_scale,epoch,train_loss,val_loss,lr
0.0,1,5.7982900676442615,5.226061241967337,9.992386712220707e-05
0.0,2,3.767593081317731,3.545723097664969,9.969572609838743e-05
0.0,3,2.956693172454834,3.440369197300502,9.931634888554935e-05
0.0,4,2.779769029190291,2.8496066331863403,9.878701917609206e-05
0.0,5,2.5428148952882683,2.831702607018607,9.810952805419699e-05
0.0,6,2.4149756894182803,2.5694404670170377,9.728616793536587e-05
0.0,7,2.1017758383679745,2.325081995555333,9.631972480961232e-05
0.0,8,1.875273168976627,2.1666158778326854,9.521346881455354e-05
0.0,9,1.661267584829188,2.0084792034966603,9.397114317029974e-05
0.0,10,1.6255912086856898,1.7845757007598877,9.259695151358214e-05
0.0,11,1.4479938238414365,1.8720086131777083,9.109554367397697e-05
0.0,12,1.3120688039865067,1.7151995386396135,8.9471999940354e-05
0.0,13,1.256620960449105,1.630038823400225,8.773181387078717e-05
0.0,14,1.1737831261620593,1.5735163007463728,8.588087370409301e-05
0.0,15,1.2005080091419504,1.5121692419052124,8.392544243589427e-05
0.0,16,1.0899638702620322,1.5463910273143224,8.187213662662537e-05
0.0,17,1.0654865663443038,1.4672174283436366,7.972790401318625e-05
0.0,18,1.0381143128693993,1.4560088770730155,7.749999999999999e-05
0.0,19,0.9970107514466813,1.4239978619984217,7.519596310902079e-05
0.0,20,0.9846943456735184,1.3472802298409599,7.282358947176204e-05
0.0,21,0.9328425913604338,1.247211984225682,7.039090644965508e-05
0.0,22,0.847406486521906,1.320769122668675,6.790614547199905e-05
0.0,23,0.8397207678253971,1.1765114409582955,6.53777141834098e-05
0.0,24,0.8338484230326183,1.134140968322754,6.281416799501188e-05
0.0,25,0.8309534370009579,1.1553041083472115,6.0224181135635365e-05
0.0,26,0.8062685634662856,1.159735815865653,5.761651730097141e-05
0.0,27,0.7493661063820568,1.0646174124308996,5.5e-05
0.0,28,0.714615990866476,1.1444881473268782,5.238348269902859e-05
0.0,29,0.7035727073897177,1.1045815774372645,4.9775818864364645e-05
0.0,30,0.6836112537490788,1.0419616869517736,4.718583200498815e-05
0.0,31,0.6750510948807446,0.9914095231464931,4.46222858165902e-05
0.0,32,0.662689361999284,0.9728487048830304,4.209385452800094e-05
0.0,33,0.6496320002114595,0.9797799076352801,3.960909355034491e-05
0.0,34,0.648389862544501,1.0063003131321497,3.717641052823795e-05
0.0,35,0.6326395246519971,1.0379447085516793,3.480403689097921e-05
0.0,36,0.6023446343727966,0.9309305208069938,3.250000000000002e-05
0.0,37,0.5977070847553994,0.9298949582236153,3.0272095986813737e-05
0.0,38,0.5963236102417334,0.919712517942701,2.812786337337464e-05
0.0,39,0.5674525819607635,0.8887501103537423,2.607455756410574e-05
0.0,40,0.5540608941619076,0.9412784235818046,2.4119126295907005e-05
0.0,41,0.5617678681416298,0.948749201638358,2.226818612921283e-05
0.0,42,0.548726688570051,0.9430704542568752,2.0528000059645984e-05
0.0,43,0.535950208777812,0.8758400678634644,1.890445632602303e-05
0.0,44,0.5321618407519896,0.8639238561902728,1.7403048486417873e-05
0.0,45,0.5178320087603668,0.9058500187737601,1.6028856829700262e-05
0.0,46,0.522952380020227,0.8723334840365818,1.4786531185446456e-05
0.0,47,0.5042698676906415,0.8708573920386178,1.3680275190387672e-05
0.0,48,0.4988116808791659,0.8700967005320958,1.2713832064634127e-05
0.0,49,0.48833175826428543,0.8698185767446246,1.1890471945803006e-05
0.01,1,6.31268259304673,6.108516182218279,9.992386712220707e-05
0.01,2,4.9865534697006,6.094174589429583,9.969572609838743e-05
0.01,3,4.794653280457454,6.201040029525757,9.931634888554935e-05
0.01,4,4.542526561822465,6.108446529933384,9.878701917609206e-05
0.01,5,4.261310954592121,6.4268722874777655,9.810952805419699e-05
0.01,6,4.160627592855425,6.330688953399658,9.728616793536587e-05
0.01,7,3.8087509959491332,6.525996957506452,9.631972480961232e-05
0.02,1,5.176426460493857,6.027022021157401,9.992386712220707e-05
0.02,2,4.896029265958871,5.9002373559134345,9.969572609838743e-05
0.02,3,4.801413614358475,5.895858662469046,9.931634888554935e-05
0.02,4,4.625439964123626,5.914998292922974,9.878701917609206e-05
0.02,5,4.390888221228301,5.963174172810146,9.810952805419699e-05
0.02,6,4.193924505319169,6.124627896717617,9.728616793536587e-05
0.02,7,3.9026729384465004,6.318708181381226,9.631972480961232e-05
0.02,8,3.7791381024602635,6.0900284222194125,9.521346881455354e-05
0.05,1,5.049290934605385,5.824473857879639,9.992386712220707e-05
0.05,2,4.815476460243339,5.802899088178362,9.969572609838743e-05
0.05,3,4.706493576960777,5.768114464623587,9.931634888554935e-05
0.05,4,4.60100666444693,5.734391008104597,9.878701917609206e-05
0.05,5,4.4460931251298135,5.8603551387786865,9.810952805419699e-05
0.05,6,4.312391886070593,5.851851837975638,9.728616793536587e-05
0.05,7,4.216882773299716,5.948358876364572,9.631972480961232e-05
0.05,8,4.00170555399425,5.931066581181118,9.521346881455354e-05
0.05,9,3.834707149818762,5.957648958478655,9.397114317029974e-05
