noise_scale,epoch,train_loss,val_loss,lr
0.0,1,5.799567197685811,5.227072102682931,9.931634888554937e-05
0.0,2,3.7700216805756983,3.549712998526437,9.728616793536588e-05
0.0,3,2.9625130589328594,3.439652987888881,9.397114317029975e-05
0.0,4,2.7875489121052754,2.8700650930404663,8.9471999940354e-05
0.0,5,2.5674339835323505,2.8079327515193393,8.392544243589426e-05
0.0,6,2.424352055165305,2.660041945321219,7.749999999999999e-05
0.0,7,2.1616980566907285,2.330122232437134,7.039090644965509e-05
0.0,8,1.909880266260745,2.2386999981743947,6.281416799501186e-05
0.0,9,1.734335838858761,2.0962681770324707,5.499999999999999e-05
0.0,10,1.6217554985587277,1.9535032851355416,4.718583200498813e-05
0.0,11,1.5248082573734112,2.0156812838145663,3.960909355034492e-05
0.0,12,1.4151448402831803,1.8584410292761666,3.250000000000001e-05
0.0,13,1.3779186054841797,1.8816460711615426,2.6074557564105733e-05
0.0,14,1.3235201266274523,1.8044032880238123,2.0528000059645997e-05
0.0,15,1.2763160894166177,1.7916542802538191,1.602885682970027e-05
0.0,16,1.2452748684740778,1.7411580766950334,1.2713832064634127e-05
0.0,17,1.213855142024026,1.76891257081713,1.068365111445064e-05
0.0,18,1.1948585830517668,1.7220770120620728,1e-05
0.01,1,5.478706113141568,5.976812294551304,9.846666218300807e-05
0.01,2,4.797409067106484,6.002258028302874,9.397114317029975e-05
0.01,3,4.682669810394742,5.95280579158238,8.681980515339464e-05
0.01,4,4.550986648198977,6.0154905659811835,7.75e-05
0.01,5,4.455318156759537,6.003268037523542,6.664685702961344e-05
0.01,6,4.299855628416906,6.022755554744175,5.5e-05
0.01,7,4.165753402520175,6.086950234004429,4.335314297038657e-05
0.01,8,4.082575435662151,6.196615559714181,3.250000000000001e-05
0.01,9,3.9746384193648154,6.329408066613333,2.3180194846605367e-05
0.01,10,3.893908322747074,6.343959876469204,1.602885682970026e-05
0.02,1,4.829559278132311,6.260206086294992,9.846666218300807e-05
0.02,2,4.769966016361369,6.2547149658203125,9.397114317029975e-05
0.02,3,4.503620479830462,6.20193236214774,8.681980515339464e-05
0.02,4,4.606791278023032,6.304756743567331,7.75e-05
0.02,5,4.389443978741395,6.184075696127755,6.664685702961344e-05
0.02,6,4.310992456787261,6.16399918283735,5.5e-05
0.02,7,4.121649680446036,6.185339689254761,4.335314297038657e-05
0.02,8,4.0675245078641975,6.365562064307077,3.250000000000001e-05
0.02,9,3.9481595653799637,6.2178177152361185,2.3180194846605367e-05
0.02,10,3.8382034200934037,6.29077935218811,1.602885682970026e-05
0.02,11,3.7712740245743177,6.341753346579416,1.1533337816991932e-05
0.02,12,3.718476332242216,6.267597130366734,1e-05
0.05,1,4.767653657429254,6.083023820604597,9.846666218300807e-05
0.05,2,4.634604733974779,6.006783655711582,9.397114317029975e-05
0.05,3,4.640275129631384,5.731664759772165,8.681980515339464e-05
0.05,4,4.467302583343354,5.739487733159747,7.75e-05
0.05,5,4.3282093005393865,5.7670919213976175,6.664685702961344e-05
0.05,6,4.206834987621402,5.86872969354902,5.5e-05
0.05,7,4.060475852358993,5.669212698936462,4.335314297038657e-05
0.05,8,3.9786635489013062,5.702936632292611,3.250000000000001e-05
0.05,9,3.899642548157801,5.6925638403211325,2.3180194846605367e-05
0.05,10,3.8634418516016718,5.710286940847125,1.602885682970026e-05
0.05,11,3.725222732297224,5.753741502761841,1.1533337816991932e-05
0.05,12,3.671108448683326,5.713741183280945,1e-05
