training_mode,seed,noise_scale,layer,rmse,mae,bias,nrmse,r2,corr,fit_slope,fit_intercept,forward_residual_rmse,best_val_loss
hybrid_sg_emphasis_multiseed_validation,7,0.0,S0,4.439030170440674,3.3623616695404053,0.10156150907278061,0.07193683889782314,0.6283969879150391,0.7928962127449483,0.636328373869023,0.10152946870298242,1.5393959529319545e-06,1.343639952795846
hybrid_sg_emphasis_multiseed_validation,7,0.0,Sg,3.0212934017181396,2.2120144367218018,-0.06292486935853958,0.0505341104666424,0.8488407135009766,0.9275823299185569,0.7609251326980917,-0.06284709706149656,1.5393959529319545e-06,1.343639952795846
hybrid_sg_emphasis_multiseed_validation,7,0.01,S0,7.492405414581299,5.643070220947266,-0.05286366119980812,0.12141840459994142,-0.05863332748413086,-0.02476308816816159,-0.005411602439918922,-0.05295218509603042,0.0005814682808704674,6.11512439591544
hybrid_sg_emphasis_multiseed_validation,7,0.01,Sg,8.516458511352539,6.258552074432373,0.5702285170555115,0.14244616393512913,-0.20106661319732666,0.03237942342918643,0.015410098579310264,0.5705487807505162,0.0005814682808704674,6.11512439591544
hybrid_sg_emphasis_multiseed_validation,7,0.02,S0,7.4091081619262695,5.570026397705078,-0.052830811589956284,0.12006852842996683,-0.0352252721786499,0.0118242212257553,0.002361777210185329,-0.05291868982919708,0.0011652115499600768,6.118798017501831
hybrid_sg_emphasis_multiseed_validation,7,0.02,Sg,8.439791679382324,6.336020469665527,0.9277145862579346,0.14116383559399312,-0.17953956127166748,-0.08626268047681912,-0.028410077676174924,0.928049027135834,0.0011652115499600768,6.118798017501831
hybrid_sg_emphasis_multiseed_validation,7,0.05,S0,7.5288519859313965,5.670962810516357,-0.12212955951690674,0.12200904062423537,-0.06895780563354492,-0.031797492552465424,-0.0073829542477763825,-0.12221832728293341,0.0029119334649294615,5.638303211757115
hybrid_sg_emphasis_multiseed_validation,7,0.05,Sg,8.508227348327637,6.356783390045166,-0.3982049226760864,0.14230848961944273,-0.19874632358551025,0.0889714273802092,0.0481046623240752,-0.3978952884021567,0.0029119334649294615,5.638303211757115
hybrid_sg_emphasis_multiseed_validation,21,0.0,S0,4.63792085647583,3.5065574645996094,-0.1386321783065796,0.07515996798013082,0.5943516492843628,0.7727958641122511,0.6358486401442578,-0.13866427144764554,1.8232935872219969e-06,1.5021446772984095
hybrid_sg_emphasis_multiseed_validation,21,0.0,Sg,3.28871750831604,2.4063165187835693,-0.09644754230976105,0.05500704227014626,0.8208972215652466,0.9112047903320704,0.742690997333563,-0.09636383985733903,1.8232935872219969e-06,1.5021446772984095
hybrid_sg_emphasis_multiseed_validation,21,0.01,S0,7.467861175537109,5.617358684539795,-0.10008563846349716,0.12102065218506737,-0.05170881748199463,-8.789663801647968e-05,-1.9943072111650248e-05,-0.10017372203579276,0.0005821395898237824,5.162231257983616
hybrid_sg_emphasis_multiseed_validation,21,0.01,Sg,7.998358249664307,6.0530242919921875,0.8005383014678955,0.1337804263268384,-0.05937755107879639,0.13453906909388685,0.05289046999847662,0.8008463697879245,0.0005821395898237824,5.162231257983616
hybrid_sg_emphasis_multiseed_validation,21,0.02,S0,7.538576126098633,5.763352870941162,-0.2592039704322815,0.12216662547447776,-0.07172083854675293,0.0016469225212580008,0.00043986628436537323,-0.25929201462254975,0.0011660928139463067,6.5224887643541605
hybrid_sg_emphasis_multiseed_validation,21,0.02,Sg,8.383027076721191,6.27729606628418,0.48937392234802246,0.1402143916572204,-0.16372621059417725,-0.05734256407034039,-0.01986635081610556,0.48970560846067235,0.0011660928139463067,6.5224887643541605
hybrid_sg_emphasis_multiseed_validation,21,0.05,S0,7.43487548828125,5.594174861907959,-0.20718508958816528,0.1204861016235822,-0.042438507080078125,0.023860056401176652,0.005470696080008864,-0.20727267131479965,0.002919483231380582,5.738591602870396
hybrid_sg_emphasis_multiseed_validation,21,0.05,Sg,8.699381828308105,6.573005676269531,1.1087994575500488,0.145505736732892,-0.2532157897949219,-0.012041187346652653,-0.005667323363978402,1.1091265598610986,0.002919483231380582,5.738591602870396
hybrid_sg_emphasis_multiseed_validation,42,0.0,S0,4.31770133972168,3.259826183319092,0.038857877254486084,0.06997064082888163,0.6484329104423523,0.8055455679700739,0.6658449045874862,0.03882844260557002,1.7253927353522158e-06,1.456678867340088
hybrid_sg_emphasis_multiseed_validation,42,0.0,Sg,3.153947114944458,2.290377140045166,-0.2628552317619324,0.05275287458739178,0.8352756500244141,0.9182768561934523,0.7674390936394372,-0.26277955886901166,1.7253927353522158e-06,1.456678867340088
hybrid_sg_emphasis_multiseed_validation,42,0.01,S0,7.369813919067383,5.543282985687256,-0.19031652808189392,0.11943174437813169,-0.02427375316619873,0.03827038730184374,0.007522414675664901,-0.19040395828838808,0.0005827798740938306,6.6633046354566305
hybrid_sg_emphasis_multiseed_validation,42,0.01,Sg,8.232328414916992,6.188167572021484,-0.20506355166435242,0.13769380798320255,-0.12226247787475586,-0.049069183242178266,-0.0148694439083549,-0.20473336415458074,0.0005827798740938306,6.6633046354566305
hybrid_sg_emphasis_multiseed_validation,42,0.02,S0,7.434244155883789,5.600279331207275,0.05495120957493782,0.12047587054714808,-0.042261481285095215,0.022303541281098616,0.005106356684546887,0.05486354870833231,0.001164377317763865,5.808504206793649
hybrid_sg_emphasis_multiseed_validation,42,0.02,Sg,8.748274803161621,6.730953216552734,-0.3801613748073578,0.14632351993490914,-0.267342209815979,-0.010449858222778023,-0.005270784972554045,-0.3798343479702602,0.001164377317763865,5.808504206793649
hybrid_sg_emphasis_multiseed_validation,42,0.05,S0,7.3684821128845215,5.498754978179932,0.016903404146432877,0.11941016175239114,-0.023903727531433105,0.047623952253275106,0.009971708189766391,0.016816187366793436,0.002912066876888275,6.100643532616751
hybrid_sg_emphasis_multiseed_validation,42,0.05,Sg,9.476090431213379,6.916231155395508,0.40227407217025757,0.15849695377830897,-0.4869880676269531,-0.214404536332854,-0.11016043455708055,0.40263518237419876,0.002912066876888275,6.100643532616751
