noise_scale,epoch,train_loss,val_loss,lr
0.0,1,5.945210894541954,5.442760024751935,9.931634888554937e-05
0.0,2,3.950587521738081,3.7314209597451344,9.728616793536588e-05
0.0,3,3.1299110348544903,3.418813501085554,9.397114317029975e-05
0.0,4,2.8152382516149266,3.0689165592193604,8.9471999940354e-05
0.0,5,2.566979029285374,2.7736260890960693,8.392544243589426e-05
0.0,6,2.4201089784280576,2.6004041944231306,7.749999999999999e-05
0.0,7,2.2250038670070134,2.475097179412842,7.039090644965509e-05
0.0,8,1.93595249795202,2.178690416472299,6.281416799501186e-05
0.0,9,1.7938242385636514,2.213902916227068,5.499999999999999e-05
0.0,10,1.6462295642539637,1.9604006665093558,4.718583200498813e-05
0.0,11,1.5340749274438887,1.9925151552472795,3.960909355034492e-05
0.0,12,1.5087600110182122,1.8164936133793421,3.250000000000001e-05
0.0,13,1.413470689930133,1.7620887926646642,2.6074557564105733e-05
0.0,14,1.3767458075907693,1.7494829893112183,2.0528000059645997e-05
0.0,15,1.332389808412808,1.7418203524180822,1.602885682970027e-05
0.0,16,1.2735367168241472,1.7188456909997123,1.2713832064634127e-05
0.0,17,1.2449220258798173,1.6932628495352608,1.068365111445064e-05
0.0,18,1.2242446319380802,1.7054757050105505,1e-05
0.01,1,5.881549287198195,6.1740293843405585,9.846666218300807e-05
0.01,2,5.063719169417424,6.205990927559989,9.397114317029975e-05
0.01,3,4.94245745530769,6.176951101848057,8.681980515339464e-05
0.01,4,4.8529292647518325,6.377888441085815,7.75e-05
0.01,5,4.722668669117031,6.281073229653495,6.664685702961344e-05
0.01,6,4.5959578343291785,6.262103319168091,5.5e-05
0.01,7,4.482874560711989,6.261255638939994,4.335314297038657e-05
0.01,8,4.374472166175273,6.298881530761719,3.250000000000001e-05
0.02,1,5.02749436648924,6.673672369548252,9.846666218300807e-05
0.02,2,4.7529892067411055,7.013660839625767,9.397114317029975e-05
0.02,3,4.610188711935015,6.978405884334019,8.681980515339464e-05
0.02,4,4.428035038620679,7.060228518077305,7.75e-05
0.02,5,4.257554367407044,7.410176685878208,6.664685702961344e-05
0.02,6,4.124150471900826,7.5263751574925015,5.5e-05
0.02,7,3.9873156832225285,7.242530482155936,4.335314297038657e-05
0.02,8,3.8915441712336754,7.490827219826834,3.250000000000001e-05
0.05,1,5.176749499876108,6.077679055077689,9.846666218300807e-05
0.05,2,4.999590151345552,6.039024863924299,9.397114317029975e-05
0.05,3,4.892806942783185,6.123780182429722,8.681980515339464e-05
0.05,4,4.814550563470641,6.107073749814715,7.75e-05
0.05,5,4.740118774015512,6.079001801354544,6.664685702961344e-05
0.05,6,4.645508901396794,6.082134587424142,5.5e-05
0.05,7,4.525239289696537,6.204052788870675,4.335314297038657e-05
0.05,8,4.397610671484649,6.186083963939121,3.250000000000001e-05
0.05,9,4.302237040960967,6.353493111474173,2.3180194846605367e-05
